name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
curated/01-literal/sherlock-casei-en,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,899232,1000,300.96ms,230.60us,2.69us,231.19us,4.82us,225.15us,268.42us
curated/01-literal/sherlock-casei-en,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,899232,1000,100.50ms,50.70us,1.06us,51.47us,2.35us,49.16us,78.80us
curated/01-literal/sherlock-casei-en,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,899232,1000,150.57ms,90.17us,1.38us,90.62us,2.88us,87.19us,120.22us
curated/01-literal/sherlock-casei-en,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,899232,1000,201.56ms,134.23us,185.00ns,135.42us,2.66us,133.57us,165.43us
curated/01-literal/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,1570556,1000,251.72ms,134.89us,1.48us,137.25us,5.53us,131.79us,184.33us
curated/01-literal/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,1570556,1000,401.19ms,330.27us,3.04us,330.63us,5.75us,321.56us,368.88us
curated/01-literal/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,1570556,1000,201.61ms,155.21us,1.49us,156.72us,3.81us,152.73us,188.27us
curated/01-literal/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,1570556,1000,350.98ms,290.14us,3.64us,290.05us,5.85us,284.48us,365.90us
curated/02-literal-alternate/sherlock-casei-en,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,899232,1000,602.13ms,465.49us,4.68us,467.63us,9.64us,448.06us,590.25us
curated/02-literal-alternate/sherlock-casei-en,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,899232,1000,150.58ms,99.27us,1.68us,99.80us,2.87us,96.50us,125.29us
curated/02-literal-alternate/sherlock-casei-en,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,899232,253,751.62ms,1.98ms,7.25us,1.98ms,10.37us,1.96ms,2.02ms
curated/02-literal-alternate/sherlock-casei-en,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,899232,1000,501.54ms,442.06us,2.74us,442.80us,7.69us,433.58us,628.38us
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,1570556,962,802.22ms,518.25us,4.42us,519.36us,7.45us,504.29us,564.11us
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,1570556,847,601.85ms,589.33us,3.54us,590.32us,7.12us,577.16us,630.43us
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,1570556,54,752.18ms,9.32ms,19.34us,9.33ms,46.88us,9.26ms,9.49ms
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,1570556,336,701.78ms,1.49ms,11.01us,1.49ms,16.37us,1.46ms,1.61ms
hyperscan/literal-casei-english-nosom,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613357,1000,150.58ms,85.24us,1.10us,87.18us,19.81us,81.50us,683.10us
hyperscan/literal-casei-english-nosom,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,613357,1000,50.44ms,24.01us,80.00ns,24.26us,1.32us,23.73us,40.11us
hyperscan/literal-casei-english-nosom,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613357,1000,100.48ms,63.74us,45.00ns,64.28us,1.71us,63.46us,87.66us
hyperscan/literal-casei-english-som,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613357,1000,150.55ms,84.26us,643.00ns,84.91us,2.47us,81.29us,115.88us
hyperscan/literal-casei-english-som,count-spans,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,613357,1000,50.42ms,23.82us,62.00ns,24.13us,1.60us,23.56us,47.24us
hyperscan/literal-casei-english-som,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613357,1000,101.32ms,63.78us,45.00ns,64.32us,1.69us,63.55us,88.77us
hyperscan/literal-casei-russian-nosom,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613423,1000,100.49ms,29.07us,115.00ns,29.40us,1.60us,28.68us,50.09us
hyperscan/literal-casei-russian-nosom,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,613423,1000,100.49ms,81.52us,84.00ns,82.25us,2.04us,81.32us,106.65us
hyperscan/literal-casei-russian-nosom,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613423,1000,100.46ms,80.48us,76.00ns,81.12us,1.66us,80.20us,99.44us
hyperscan/literal-casei-russian-som,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613423,1000,100.46ms,29.17us,65.00ns,29.49us,1.36us,28.96us,46.45us
hyperscan/literal-casei-russian-som,count-spans,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,613423,1000,100.49ms,83.02us,1.40us,82.95us,2.07us,81.33us,105.40us
hyperscan/literal-casei-russian-som,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613423,1000,100.47ms,80.66us,57.00ns,81.37us,2.20us,80.46us,118.72us
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,16013977,598,852.38ms,828.23us,8.87us,835.84us,21.70us,803.86us,1.05ms
